# nad;folinic_acid;coa;nucleo_mix;spermidin;pga;aa;trna;mg_gluta;camp;K_gluta;y_data;y_data_std;y_pr;y_std_pr
0.003594;0.000157;0.001758;3.375000;0.100000;8100.000000;3.375000;0.002400;32.000000;0.042187;512000.000000;1.747400;0.033400;1.811278;0.077475
0.003594;0.000031;0.001758;3.375000;1.000000;8100.000000;1.012500;0.004000;64.000000;0.042187;512000.000000;0.093800;0.020500;0.126436;0.050283
0.003594;0.000031;0.005273;3.375000;1.000000;8100.000000;1.012500;0.002400;64.000000;0.042187;512000.000000;0.115800;0.022800;0.182432;0.088859
0.010781;0.000157;0.008788;1.687500;0.300000;8100.000000;1.012500;0.000800;32.000000;0.042187;256000.000000;1.152700;0.014300;1.119037;0.043523
0.035937;0.000314;0.017576;3.375000;0.100000;27000.000000;3.375000;0.008000;64.000000;0.421875;512000.000000;0.163900;0.002100;0.198350;0.053213
0.003594;0.000157;0.005273;3.375000;0.100000;8100.000000;1.012500;0.000800;64.000000;0.126562;512000.000000;1.829700;0.050500;1.807538;0.043484
0.017969;0.000031;0.005273;3.375000;0.100000;8100.000000;1.012500;0.000800;64.000000;0.042187;512000.000000;1.926200;0.021400;1.911822;0.049382
0.010781;0.000157;0.001758;3.375000;0.100000;8100.000000;0.337500;0.002400;64.000000;0.042187;512000.000000;1.652100;0.005900;1.691217;0.047592
0.003594;0.000031;0.001758;1.012500;0.300000;13500.000000;0.337500;0.004000;32.000000;0.126562;256000.000000;0.708900;0.020100;0.667457;0.047838
0.003594;0.000157;0.001758;1.012500;0.100000;13500.000000;0.337500;0.004000;32.000000;0.042187;256000.000000;0.772700;0.013100;0.814788;0.050652
0.017969;0.000157;0.001758;3.375000;0.100000;8100.000000;3.375000;0.004000;64.000000;0.042187;512000.000000;2.077400;0.037100;2.077107;0.049692
0.035937;0.000314;0.017576;1.012500;1.000000;27000.000000;3.375000;0.008000;64.000000;0.421875;512000.000000;0.000000;0.002300;-0.021368;0.052629
0.003594;0.000031;0.001758;3.375000;0.300000;8100.000000;3.375000;0.008000;64.000000;0.042187;512000.000000;1.747400;0.031900;1.714912;0.044782
0.017969;0.000157;0.005273;3.375000;0.100000;8100.000000;1.687500;0.000800;64.000000;0.042187;512000.000000;2.241400;0.002600;2.093262;0.090367
0.035937;0.000094;0.005273;3.375000;1.000000;8100.000000;0.337500;0.008000;64.000000;0.042187;512000.000000;0.137400;0.004700;0.145442;0.067247
0.010781;0.000157;0.005273;1.687500;0.300000;13500.000000;1.012500;0.000800;32.000000;0.042187;256000.000000;1.015500;0.030200;1.035031;0.042286
